Physiographic Division,Physiographic Province,State,USGS Station No.,Site Name,Coordinates,,Drainage Area,, Bankfull Discharge,,Bankfull Width,,Bankfull Depth,,Bankfull Area,,Source
Intermontane Plateau ,Columbia Plateau,Idaho,13346800,Paradise Creek at University of Idaho at Moscow,46.731832,-117.024333,17.70,45.84,154.00,4.36,13.00,3.96,2.70,0.82,35.00,3.25,Castro and Jackson 2001
Intermontane Plateau ,Columbia Plateau,Washington,14017000,Touchet River at Bolles,46.274307,-118.221904,361.00,934.99,940.00,26.62,65.00,19.81,2.00,0.61,130.00,12.08,Castro and Jackson 2001
Intermontane Plateau ,Columbia Plateau,Washington,14018500,Walla Walla River near Touchet,46.027634,-118.729711,1657.00,4291.61,1731.00,49.02,92.00,28.04,4.80,1.46,445.00,41.34,Castro and Jackson 2001
Intermontane Plateau ,Columbia Plateau,Oregon,14021000,Umatilla River at Pendleton,45.672075,-118.792764,637.00,1649.82,2409.00,68.22,120.00,36.58,3.90,1.19,463.00,43.01,Castro and Jackson 2001
Intermontane Plateau ,Columbia Plateau,Oregon,14026000,Umatilla River at Yoakum,45.677631,-119.034446,1280.00,3315.18,3870.00,109.59,125.00,38.10,4.20,1.28,527.00,48.96,Castro and Jackson 2001
Intermontane Plateau ,Columbia Plateau,Oregon,14038530,John Day River near John Day,44.418489,-118.906342,386.00,999.74,530.00,15.01,82.00,24.99,1.80,0.55,1.48,0.14,Castro and Jackson 2001
Intermontane Plateau ,Columbia Plateau,Oregon,14046500,John Day River at Service Creek,44.793747,-120.006677,5090.00,13183.04,11770.00,333.29,225.00,68.58,7.70,2.35,1732.00,160.91,Castro and Jackson 2001
Intermontane Plateau ,Columbia Plateau,Oregon,14048000,John Day River at McDonald Ferry,45.587628,-120.409492,7580.00,19632.11,6257.00,177.18,285.00,86.87,4.40,1.34,1254.00,116.50,Castro and Jackson 2001
Pacific Mountain System,Cascade-Sierra Mountains,Oregon,14050000,Deschutes River below Snow Creek near La Pine,43.814006,-121.776974,132.00,341.88,280.00,7.93,60.00,18.29,1.60,0.49,93.60,8.70,Castro and Jackson 2001
Pacific Mountain System,Cascade-Sierra Mountains,Oregon,14150300,Fall Creek near Lowell,43.97068174,-122.638674,118,305.62,113.02,10.50,86.94,26.50,2.66,0.81,230.35,21.4,Williams 1978
Pacific Mountain System,Cascade-Sierra Mountains,Oregon,14150800,Winberry Creek near Lowell,43.9142924,-122.6886762,43.9,113.70,117.33,10.90,43.96,13.40,2.17,0.66,94.72,8.8,Williams 1978
Pacific Mountain System,Pacific Border,Oregon,14152500,Coast Fork at London,43.64151015,-123.0859089,72.1,186.74,113.02,10.50,64.96,19.80,2.89,0.88,187.29,17.4,Williams 1978
Pacific Mountain System,Cascade-Sierra Mountains,Oregon,14154500,Row River at Dorena,43.7359565,-122.8734019,211,546.49,121.63,11.30,111.88,34.10,3.54,1.08,396.11,36.8,Williams 1978
Pacific Mountain System,Cascade-Sierra Mountains,Oregon,14157500,Coast Fork Willamette River near Goshen,43.980403,-122.966470,642.00,1662.77,3075.00,87.07,162.00,49.38,4.50,1.37,726.00,67.45,Castro and Jackson 2001
Pacific Mountain System,Pacific Border,Oregon,14188800,Thomas Creek near Scio,44.71206687,-122.7700878,109.7,284.12,88.26,8.20,81.04,24.70,2.33,0.71,190.52,17.7,Williams 1978
Pacific Mountain System,Pacific Border,Oregon,14189500,Luckiamute River near Hoskins,44.71622956,-123.5039938,34.3,88.84,59.20,5.50,54.13,16.50,2.13,0.65,116.25,10.8,Williams 1978
Pacific Mountain System,Pacific Border,Oregon,14193000,Willamina Creek near Willamina,45.1428905,-123.4942756,64.7,167.57,55.97,5.20,58.07,17.70,2.49,0.76,144.24,13.4,Williams 1978
Pacific Mountain System,Pacific Border,Oregon,14202000,Pudding River at Aurora,45.233176,-122.750093,479.00,1240.60,2008.00,56.86,105.00,32.00,8.60,2.62,903.00,83.89,Castro and Jackson 2001
Pacific Mountain System,Pacific Border,Oregon,14203500,Tualatin River near Dilley,45.474837,-123.124274,125.00,323.75,720.00,20.39,53.00,16.15,2.00,0.61,108.00,10.03,Castro and Jackson 2001
Pacific Mountain System,Pacific Border,Oregon,14207500,Tualatin River at West Linn,45.350676,-122.676204,706.00,1828.53,2806.00,79.46,165.00,50.29,4.70,1.43,775.00,72.00,Castro and Jackson 2001
Pacific Mountain System,Pacific Border,Washington,14222500,East Fork Lewis River near Heisson,45.836781,-122.466208,125.00,323.75,3363.00,95.23,120.00,36.58,5.90,1.80,708.00,65.78,Castro and Jackson 2001
Pacific Mountain System,Pacific Border,Oregon,14303600,Nestucca River near Beaver,45.26649446,-123.847061,180,466.20,762.08,70.80,129.92,39.60,3.97,1.21,514.51,47.8,Williams 1978
Pacific Mountain System,Pacific Border,Oregon,14305500,Siletz River at Siletz,44.715117,-123.887335,202.00,523.18,4769.00,135.04,160.00,48.77,6.30,1.92,1008.00,93.65,Castro and Jackson 2001
Pacific Mountain System,Pacific Border,Oregon,14306500,Alsea River near Tidewater,44.385954,-123.831778,334.00,865.06,3522.00,99.73,140.00,42.67,5.40,1.65,756.00,70.23,Castro and Jackson 2001
Pacific Mountain System,Pacific Border,Oregon,14308000,South Umpqua River at Tiller,42.930399,-122.948387,449.00,1162.90,8545.00,241.97,90.00,27.43,7.10,2.16,639.00,59.37,Castro and Jackson 2001
Pacific Mountain System,Pacific Border,Oregon,14308600,South Umpqua River at Days Creek,42.967341,-123.167561,641.00,1660.18,9234.00,261.48,147.00,44.81,4.50,1.37,661.00,61.41,Castro and Jackson 2001
Pacific Mountain System,Pacific Border,Oregon,14312000,South Umpqua River near Brockway,43.133172,-123.398405,1670.00,4325.28,9923.00,280.99,340.00,103.63,9.00,2.74,3060.00,284.28,Castro and Jackson 2001
Pacific Mountain System,Pacific Border,Oregon,14325000,South Fork Coquille River at Powers,42.891499,-124.070652,169.00,437.71,2447.00,69.29,150.00,45.72,3.70,1.13,562.00,52.21,Castro and Jackson 2001
Pacific Mountain System,Cascade-Sierra Mountains,Oregon,14328000,Rogue River above Prospect,42.774849,-122.499759,312.00,808.08,5314.00,150.48,160.00,48.77,4.10,1.25,664.00,61.69,Castro and Jackson 2001
Pacific Mountain System,Cascade-Sierra Mountains,Oregon,14337600,Rogue River near McLeod,42.655404,-122.715041,938.00,2429.41,9497.00,268.93,180.00,54.86,8.70,2.65,1566.00,145.49,Castro and Jackson 2001
Pacific Mountain System,Cascade-Sierra Mountains,Oregon,14339000,Rogue River at Dodge Bridge near Eagle Point,42.524847,-122.842820,1215.00,3146.84,14830.00,419.94,240.00,73.15,6.30,1.92,1507.00,140.00,Castro and Jackson 2001
Pacific Mountain System,Pacific Border,Oregon,14357500,Bear Creek at Medford,42.324015,-122.866706,289.00,748.51,1434.00,40.61,62.00,18.90,3.30,1.01,205.00,19.05,Castro and Jackson 2001
Pacific Mountain System,Pacific Border,Oregon,14359000,Rogue River at Raygold near Central Point,42.437346,-122.987268,2053.00,5317.25,15250.00,431.83,260.00,79.25,11.50,3.51,2990.00,277.78,Castro and Jackson 2001
Pacific Mountain System,Pacific Border,Oregon,14372300,Rogue River near Agness,42.578442,-124.058144,3939.00,10201.96,28440.00,805.33,360.00,109.73,13.10,3.99,4716.00,438.13,Castro and Jackson 2001
Appalachian Highlands,Valley and Ridge,Virginia,02020100,Renick Run near Buchanan,37.590967,-79.634206,2.08,5.39,235.00,6.65,23.30,7.10,1.30,0.40,30.50,2.83,Keaton et al. 2005
Interior Plains,Interior Low Plateaus,Kentucky,ungaged,Beech fork at Litsey,37.770833,-85.189667,100.70,260.81,,,100.00,30.48,6.00,1.83,600.00,55.74,Parola et al. 2007
Interior Plains,Interior Low Plateaus,Kentucky,ungaged,Harrison Fork near Samuels (upper),37.864167,-85.587167,3.19,8.26,,,17.00,5.18,0.96,0.29,16.40,1.52,Parola et al. 2007
Interior Plains,Interior Low Plateaus,Kentucky,ungaged,Harrison Fork near Samuels (lower),37.864333,-85.590833,3.55,9.19,,,24.50,7.47,0.69,0.21,17.00,1.58,Parola et al. 2007
Interior Plains,Interior Low Plateaus,Kentucky,ungaged,Hough Run at Mount Washington,38.036333,-85.523333,1.11,2.87,42.00,1.19,14.80,4.51,0.87,0.27,12.90,1.20,Parola et al. 2007
Interior Plains,Interior Low Plateaus,Kentucky,ungaged,Unnamed Tributary A of Dix River near Crab Orchard,37.469000,-84.479000,0.25,0.65,,,5.90,1.80,0.35,0.11,2.10,0.20,Parola et al. 2007
Interior Plains,Interior Low Plateaus,Kentucky,ungaged,Unnamed Tributary B of Dix River near Crab Orchard,37.459000,-84.476000,0.51,1.32,,,5.50,1.68,0.62,0.19,3.40,0.32,Parola et al. 2007
Interior Plains,Interior Low Plateaus,Kentucky,ungaged,Whittaker Run at Smithville,38.022333,-85.522333,4.45,11.53,71.00,2.01,22.80,6.95,1.03,0.31,23.60,2.19,Parola et al. 2007
Interior Plains,Interior Low Plateaus,Kentucky,ungaged,Caney Creek,37.460317,-86.653767,117.00,303.03,356.00,10.08,46.50,14.17,5.10,1.55,237.30,22.05,Mater et al. 2009
Interior Plains,Interior Low Plateaus,Kentucky,ungaged,Drakes Creek,37.174000,-87.444083,29.10,75.37,325.00,9.20,39.00,11.89,5.55,1.69,216.40,20.10,Mater et al. 2009
Interior Plains,Interior Low Plateaus,Kentucky,ungaged,Drakes Creek at Old Nortonville-Whiteplains Road,37.180783,-87.435267,31.79,82.34,,,31.80,9.69,,,,,Mater et al. 2009
Interior Plains,Interior Low Plateaus,Kentucky,ungaged,Eagle Creek Tributary,37.637350,-87.903333,0.77,1.99,25.00,0.71,12.80,3.90,0.65,0.20,8.30,0.77,Mater et al. 2009
Interior Plains,Interior Low Plateaus,Kentucky,ungaged,East Fork of Flynn Fork,37.140817,-87.758800,2.88,7.46,43.00,1.22,13.60,4.15,1.04,0.32,14.20,1.32,Mater et al. 2009
Interior Plains,Interior Low Plateaus,Kentucky,ungaged,Hazel Creek,37.147150,-86.978667,10.97,28.41,,,17.70,5.39,,,,,Mater et al. 2009
Interior Plains,Interior Low Plateaus,Kentucky,ungaged,Lewis Creek,37.350500,-86.912117,8.30,21.50,86.00,2.44,23.40,7.13,2.45,0.75,57.50,5.34,Mater et al. 2009
Interior Plains,Interior Low Plateaus,Kentucky,ungaged,Lick Creek,37.268317,-87.714917,19.66,50.92,107.00,3.03,32.40,9.88,2.19,0.67,71.00,6.60,Mater et al. 2009
Interior Plains,Interior Low Plateaus,Kentucky,ungaged,Lick Creek at Paul Peyton Road,37.284317,-87.723033,23.00,59.57,190.00,5.38,36.10,11.00,3.50,1.07,126.40,11.74,Mater et al. 2009
Interior Plains,Interior Low Plateaus,Kentucky,ungaged,Muddy Creek,37.169600,-86.772783,83.15,215.36,,,35.10,10.70,,,,,Mater et al. 2009
Interior Plains,Interior Low Plateaus,Kentucky,ungaged,No Creek,37.487933,-86.987983,9.40,24.35,,,36.40,11.09,,,,,Mater et al. 2009
Interior Plains,Interior Low Plateaus,Kentucky,ungaged,Otter Creek,37.489533,-87.384417,40.36,104.53,221.00,6.26,31.50,9.60,4.68,1.43,147.40,13.69,Mater et al. 2009
Interior Plains,Interior Low Plateaus,Kentucky,ungaged,Pup Creek,37.842100,-86.968533,26.13,67.68,,,39.30,11.98,,,,,Mater et al. 2009
Interior Plains,Interior Low Plateaus,Kentucky,ungaged,Slover Ditch Tributary,37.447383,-87.729333,1.56,4.04,,,13.00,3.96,,,,,Mater et al. 2009
Interior Plains,Interior Low Plateaus,Kentucky,ungaged,Welch Creek,37.261217,-86.595100,45.47,117.77,,,32.00,9.75,,,,,Mater et al. 2009
Interior Plains,Interior Low Plateaus,Kentucky,ungaged,West Fork Adams,37.688833,-86.690250,0.87,2.25,27.00,0.76,10.90,3.32,0.83,0.25,9.10,0.85,Mater et al. 2009
Interior Plains,Interior Low Plateaus,Kentucky,ungaged,West Fork Adams near Newton Springs Church,37.682867,-86.694717,1.53,3.96,44.00,1.25,16.20,4.94,0.92,0.28,14.80,1.37,Mater et al. 2009
Interior Plains,Interior Low Plateaus,Kentucky,ungaged,West Fork Adams Tributary,37.687983,-86.692667,0.25,0.65,11.00,0.31,6.00,1.83,0.60,0.18,3.60,0.33,Mater et al. 2009
Interior Plains,Interior Low Plateaus,Kentucky,ungaged,West Fork Pond River,37.108244,-87.363503,43.00,111.37,,,48.00,14.63,,,,,Mater et al. 2009
Interior Plains,Interior Low Plateaus,Kentucky,ungaged,Whitelick Creek,37.639967,-87.700800,3.82,9.89,,,23.30,7.10,,,,,Mater et al. 2009
Appalachian Highlands,Appalachian Plateaus,Kentucky,ungaged,Bad Branch,37.068167,-82.770833,2.60,6.73,110.00,3.11,24.70,7.53,1.17,0.36,29.00,2.69,Parola et al. 2005a
Interior Plains,Interior Low Plateaus,Kentucky,ungaged,Buck Creek,37.186500,84.456167,175.60,454.80,2200.00,62.30,115.50,35.20,4.37,1.33,504.70,46.89,Parola et al. 2005a
Appalachian Highlands,Appalachian Plateaus,Kentucky,ungaged,Cane Creek,37.055667,-84.241333,7.50,19.42,153.00,4.33,33.00,10.06,1.83,0.56,60.30,5.60,"Parola et al. 2005a, Vesely et al. 2008"
Interior Plains,Interior Low Plateaus,Kentucky,ungaged,Crooked Creek,36.830167,-88.056333,4.80,12.43,150.00,4.25,38.10,11.61,1.04,0.32,39.60,3.68,Parola et al. 2005a
Appalachian Highlands,Appalachian Plateaus,Kentucky,ungaged,Dog Slaughter Creek,36.860000,-84.301000,6.00,15.54,200.00,5.66,37.50,11.43,1.49,0.45,56.00,5.20,"Parola et al. 2005a, Vesely et al. 2008"
Appalachian Highlands,Appalachian Plateaus,Kentucky,ungaged,South Fork Dog Slaughter Creek,36.858667,-84.299000,3.50,9.06,135.00,3.82,26.30,8.02,1.61,0.49,42.20,3.92,"Parola et al. 2005a, Vesely et al. 2008"
Appalachian Highlands,Appalachian Plateaus,Kentucky,ungaged,Eagle Creek,36.869500,-84.369333,3.50,9.06,150.00,4.25,31.80,9.69,1.49,0.45,47.40,4.40,"Parola et al. 2005a, Vesely et al. 2008"
Interior Plains,Interior Low Plateaus,Kentucky,ungaged,Kenady Creek,36.955500,-87.796167,27.00,69.93,275.00,7.79,49.30,15.03,1.65,0.50,81.60,7.58,Parola et al. 2005a
Interior Plains,Interior Low Plateaus,Kentucky,ungaged,Racecourse Hollow,36.914500,-88.068333,1.80,4.66,90.00,2.55,23.60,7.19,1.22,0.37,28.90,2.68,Parola et al. 2005a
Appalachian Highlands,Appalachian Plateaus,Kentucky,ungaged,Rock Creek (lower),36.662667,-84.691500,29.80,77.18,250.00,7.08,39.30,11.98,1.61,0.49,63.30,5.88,Parola et al. 2005a
Appalachian Highlands,Appalachian Plateaus,Kentucky,ungaged,Rock Creek (upper),36.599833,-84.745167,18.80,48.69,350.00,9.91,53.00,16.15,1.61,0.49,85.40,7.93,"Parola et al. 2005a, Vesely et al. 2008"
Appalachian Highlands,Appalachian Plateaus,Kentucky,ungaged,Bear Hollow Tributary,37.745283,-82.797500,0.55,1.42,,,6.70,2.04,0.95,0.29,6.40,0.59,Vesely et al. 2008
Appalachian Highlands,Appalachian Plateaus,Kentucky,ungaged,Cat Creek (upper),37.775550,-83.808333,1.31,3.39,,,15.00,4.57,0.80,0.24,12.00,1.11,Vesely et al. 2008
Interior Plains,Interior Low Plateaus,Kentucky,ungaged,Cat Creek (lower),37.824717,-83.813883,7.81,20.23,,,22.00,6.71,1.60,0.49,35.20,3.27,Vesely et al. 2008
Appalachian Highlands,Appalachian Plateaus,Kentucky,ungaged,Daniels Creek,37.111950,-82.780550,0.80,2.07,30.50,0.86,9.30,2.83,0.98,0.30,9.10,0.85,Vesely et al. 2008
Appalachian Highlands,Appalachian Plateaus,Kentucky,ungaged,Glade Branch,37.862000,-82.891117,0.36,0.93,,,5.50,1.68,0.73,0.22,4.00,0.37,Vesely et al. 2008
Appalachian Highlands,Appalachian Plateaus,Kentucky,ungaged,Grapevine Creek,37.352500,-83.348883,13.85,35.87,,,25.50,7.77,1.73,0.53,44.00,4.09,Vesely et al. 2008
Appalachian Highlands,Appalachian Plateaus,Kentucky,ungaged,Horse Lick Creek,37.335817,-84.137150,55.75,144.39,750.00,21.24,62.60,19.08,3.36,1.02,210.00,19.51,Vesely et al. 2008
Appalachian Highlands,Appalachian Plateaus,Kentucky,ungaged,Jenny's Creek,37.813333,-82.838050,35.60,92.20,,,59.00,17.98,2.40,0.73,141.60,13.16,Vesely et al. 2008
Appalachian Highlands,Appalachian Plateaus,Kentucky,ungaged,Lick Fork,37.778883,-82.816950,6.78,17.56,,,23.00,7.01,1.43,0.44,33.00,3.07,Vesely et al. 2008
Appalachian Highlands,Appalachian Plateaus,Kentucky,ungaged,Line Fork Tributary,37.077983,-82.992767,0.31,0.80,,,7.00,2.13,0.62,0.19,3.80,0.35,Vesely et al. 2008
Appalachian Highlands,Appalachian Plateaus,Kentucky,ungaged,Road Fork,37.598617,-82.371950,2.82,7.30,70.00,1.98,9.80,2.99,1.17,0.36,11.50,1.07,Vesely et al. 2008
Appalachian Highlands,Appalachian Plateaus,Kentucky,ungaged,Stave Branch,37.835000,-82.836667,0.49,1.27,,,8.00,2.44,0.73,0.22,5.90,0.55,Vesely et al. 2008
Appalachian Highlands,Appalachian Plateaus,West Virginia,ungaged,Barrenshe Run near Woodbine,38.284000,-80.529000,3.51,9.09,180.00,5.10,30.80,9.39,1.63,0.50,50.00,4.65,Messinger 2009
Appalachian Highlands,Valley and Ridge,West Virginia,ungaged,Big Draft near Anthony,37.909000,-80.286000,3.06,7.93,187.00,5.30,34.10,10.39,1.28,0.39,44.00,4.09,Messinger 2009
Appalachian Highlands,Appalachian Plateaus,West Virginia,ungaged,Goose Creek below Petroleum,39.154000,-81.319000,51.50,133.38,2330.00,65.98,78.30,23.87,5.17,1.58,404.00,37.53,Messinger 2009
Appalachian Highlands,Appalachian Plateaus,West Virginia,ungaged,Hurricane Branch at Panther SF ,37.422000,-81.865000,2.31,5.98,244.00,6.91,32.30,9.85,1.08,0.33,35.00,3.25,Messinger 2009
Appalachian Highlands,Appalachian Plateaus,West Virginia,ungaged,Knob Creek near Wade ,39.740000,-80.574000,10.90,28.23,402.00,11.38,49.00,14.94,2.47,0.75,120.00,11.15,Messinger 2009
Appalachian Highlands,Appalachian Plateaus,West Virginia,ungaged,Laurel Fork near Hacker Valley,38.653000,-80.381000,11.50,29.78,595.00,16.85,51.40,15.67,2.00,0.61,103.00,9.57,Messinger 2009
Appalachian Highlands,Appalachian Plateaus,West Virginia,ungaged,Left Fork Clover Run near St. George,39.147000,-79.714000,20.10,52.06,837.00,23.70,62.60,19.08,3.23,0.98,203.00,18.86,Messinger 2009
Appalachian Highlands,Appalachian Plateaus,West Virginia,ungaged,Manilla Creek at Amherst-Plymouth WMA ,38.517000,-81.804000,10.78,27.92,365.00,10.34,46.70,14.23,2.60,0.79,121.00,11.24,Messinger 2009
Appalachian Highlands,Appalachian Plateaus,West Virginia,ungaged,Marsh Fork of Mash Fork at Camp Creek SF,37.515000,-81.135000,2.31,5.98,142.00,4.02,29.20,8.90,1.39,0.42,41.00,3.81,Messinger 2009
Appalachian Highlands,Appalachian Plateaus,West Virginia,ungaged,Morgan Run near Cheat Lake,39.694000,-79.817000,2.34,6.06,199.00,5.64,24.00,7.32,1.51,0.46,36.00,3.34,Messinger 2009
Appalachian Highlands,Appalachian Plateaus,West Virginia,ungaged,North Fork Cherry River near Richwood,38.220000,-80.395000,11.50,29.78,426.00,12.06,57.20,17.43,2.44,0.74,140.00,13.01,Messinger 2009
Appalachian Highlands,Appalachian Plateaus,West Virginia,ungaged,Piney Creek near McCreery ,37.845000,-81.095000,134.00,347.06,4850.00,137.34,131.00,39.93,4.26,1.30,557.00,51.75,Messinger 2009
Appalachian Highlands,Appalachian Plateaus,West Virginia,ungaged,Polly Hollow at Kanawha SF,38.262000,-81.671000,0.86,2.23,31.60,0.89,12.40,3.78,1.10,0.34,14.00,1.30,Messinger 2009
Appalachian Highlands,Appalachian Plateaus,West Virginia,ungaged,Spruce Fork at Cabwaylingo SF,37.965000,-82.356000,1.11,2.87,83.00,2.35,19.70,6.00,1.31,0.40,26.00,2.42,Messinger 2009
Appalachian Highlands,Appalachian Plateaus,West Virginia,ungaged,Unnamed Tributary to Hughes River at North Bend SP,39.215000,-81.100000,0.76,1.97,50.00,1.42,23.50,7.16,0.87,0.27,21.00,1.95,Messinger 2009
Appalachian Highlands,Appalachian Plateaus,West Virginia,ungaged,Upper Nineteenmile Creek at Chief Cornstalk WMA ,38.747000,-82.024000,0.92,2.38,48.40,1.37,19.80,6.04,1.22,0.37,24.00,2.23,Messinger 2009
Appalachian Highlands,Appalachian Plateaus,West Virginia,ungaged,West Fork Greenbrier River above Durbin,38.618000,-79.808000,26.40,68.38,703.00,19.91,74.90,22.83,2.78,0.85,208.00,19.32,Messinger 2009
Appalachian Highlands,Appalachian Plateaus,West Virginia,ungaged,Yellow Creek near Davis,39.144000,-79.428000,2.28,5.91,73.10,2.07,22.20,6.77,1.51,0.46,34.00,3.16,Messinger 2009
Appalachian Highlands,Appalachian Plateaus,Tennessee,ungaged,Cove Creek,36.316667,-84.994444,0.08,0.21,40.00,1.13,7.21,2.20,0.90,0.27,6.30,0.59,Babbit 2005
Appalachian Highlands,Appalachian Plateaus,Tennessee,ungaged,Pine Creek,36.108333,-84.965278,0.60,1.55,107.00,3.03,16.70,5.09,1.42,0.43,23.70,2.20,Babbit 2005
Appalachian Highlands,Appalachian Plateaus,Tennessee,ungaged,Rock Creek TN,36.579167,-84.800000,5.82,15.07,482.00,13.65,31.42,9.58,3.20,0.98,99.70,9.26,Babbit 2005
Interior Plains,Central Lowland,Tennessee,ungaged,UT to Mill Branch,39.985556,-84.288056,0.20,0.52,34.00,0.96,10.30,3.14,0.80,0.24,8.50,0.79,McPherson 2011
